TU_ID,Gene_name,Start,End,Strand,Expression_EP,Expression_SP,Description
1540,cysG,4142337,4143744,-,1.630890468,1.18953603,cysG
1541,trpS,4127841,4128903,+,10.45197219,3.209522032,trpS
1542,rpe-gph-trpS,4126385,4128903,+,7.8850706,2.290739468,rpe-gph-trpS
1543,dam-rpe-gph-trpS,4125556,4128903,+,6.896769906,2.001797769,dam-rpe-gph-trpS
1544,dam-rpe-gph-trpS,4125286,4128903,+,8.082124724,2.532957989,dam-rpe-gph-trpS
1545,damX-dam-rpe-gph-trpS,4123938,4128903,+,10.06994206,3.354533546,damX-dam-rpe-gph-trpS
1546,aroKB-damX-dam-rpe-gph-trpS,4122371,4128903,+,11.74529829,3.795045762,aroKB-damX-dam-rpe-gph-trpS
1547,aroKB-damX-dam-rpe-gph-trpS,4122158,4128903,+,11.47763652,3.689966985,aroKB-damX-dam-rpe-gph-trpS
1548,mrcA,4116090,4118711,-,1.060493571,0.588490896,mrcA
1549,hofMNOP,4118610,4120922,+,0.103118171,0.100690353,hofMNOP
1550,hslRO,4110886,4112427,-,5.034240112,3.871317575,hslRO
1551,pck,4107098,4108858,-,25.78517507,3.542643792,pck
1552,ompR-envZ,4104899,4107021,+,2.379546795,1.001908525,ompR-envZ
1553,ompR-envZ,4104853,4107021,+,2.334819988,0.987344776,ompR-envZ
1554,ompR-envZ,4104831,4107021,+,2.311386576,0.977435294,ompR-envZ
1555,ompR-envZ,4104783,4107021,+,2.28051266,0.980155238,ompR-envZ
1556,feoABC,4098574,4101480,-,9.674155328,3.930465542,feoABC
1557,yhgH-nfuA,4095339,4096870,-,10.63687763,6.687193034,yhgH-nfuA
1558,bioH,4096680,4097463,+,1.749304669,0.56361942,bioH
1559,nfuA,4095339,4096079,-,19.6601872,12.63686794,nfuA
1560,nfuA,4095339,4095941,-,22.53615574,14.66109406,nfuA
1561,gntT,4093663,4095132,-,16.1095043,0.437673537,gntT
1562,gntT,4093663,4095091,-,16.56717851,0.450222219,gntT
1563,gntT,4093663,4095088,-,16.60200789,0.451168727,gntT
1564,malQ,4091139,4093551,+,62.04358388,1.410647757,malQ
1565,malPQ,4089028,4093551,+,68.37552778,1.350072738,malPQ
1566,malT,4085718,4088513,-,17.12892312,6.388084475,malT
1567,rtcBA,4083431,4085704,+,0.32958479,0.316949317,rtcBA
1568,glpR,4080781,4081783,+,4.268360805,1.329112152,glpR
1569,glpR,4080646,4081783,+,4.174428011,1.311879322,glpR
1570,glpGR,4080057,4081783,+,3.381352736,1.091920294,glpGR
1571,glpEGR,4079688,4081783,+,3.14316888,1.092468538,glpEGR
1572,glpD,4078019,4079565,-,36.05403919,0.663189633,glpD
1573,glgAP,4073145,4077402,+,3.176061449,5.517404984,glgAP
1574,glgCAP,4072148,4077402,+,3.433781327,5.934388994,glgCAP
1575,glgCAP,4072082,4077402,+,3.410093508,5.920497498,glgCAP
1576,glgCAP,4071966,4077402,+,3.459173891,6.075897296,glgCAP
1577,glgBXCAP,4067880,4077402,+,2.662226322,5.252455596,glgBXCAP
1578,gntKU,4063892,4065848,+,2.652442969,0.214300682,gntKU
1579,gntK,4063892,4064530,+,4.396112024,0.447682849,gntK
1580,gntR,4062719,4063914,+,2.979456946,1.562817269,gntR
1581,gntR,4062675,4063914,+,2.878527659,1.522339341,gntR
1582,gntR,4062657,4063914,+,2.837373173,1.500574363,gntR
1583,ryhB,4060521,4060609,+,0.066839596,0,ryhB
1584,yhhY,4059911,4060425,-,1.078725044,0.74970676,yhhY
1585,ugpBAECQ,4049159,4054166,+,49.7047766,0.935254902,ugpBAECQ
1586,ugpBAECQ,4049111,4054166,+,49.24254472,0.9293948,ugpBAECQ
1587,livKHMGF,4043807,4048812,+,0.232556114,0.044554309,livKHMGF
1588,livKHMGF,4043782,4048812,+,0.231400728,0.044332954,livKHMGF
1589,livJ,4041775,4042981,+,0.352091837,0.251302113,livJ
1590,rpoH,4040724,4041649,+,16.96846865,17.35980533,rpoH
1591,rpoH,4040688,4041649,+,16.54590921,17.14303276,rpoH
1592,rpoH,4040674,4041649,+,16.3400048,16.95288054,rpoH
1593,rpoH,4040667,4041649,+,16.22376493,16.83228078,rpoH
1594,rpoH,4040534,4041649,+,14.48069202,14.90169383,rpoH
1595,zntA,4032888,4035114,-,0.579342548,0.452233717,zntA
1596,nikABCDER,4022548,4028097,-,0.593117174,0.312553057,nikABCDER
1597,nikABCDER,4022548,4027908,-,0.557572673,0.288173943,nikABCDER
1598,nikR,4022548,4022999,-,1.014526502,0.974617768,nikR
1599,yhiM,4005644,4006793,-,0.200151838,11.96685946,yhiM
1600,pitA,4002396,4003924,-,5.44648003,2.63652896,pitA
1601,uspB,4001689,4002151,+,1.042192707,14.36523204,uspB
1602,uspA,4000946,4001553,-,58.71048185,47.19981988,uspA
1603,uspA,4000946,4001538,-,60.19306977,48.39173453,uspA
1604,uspA,4000946,4001536,-,60.39642474,48.55522011,uspA
1605,prlC-rsmJ,3996299,3999156,+,3.945246984,3.518122593,prlC-rsmJ
1606,rlmJ,3995310,3996186,-,1.68425686,1.014740148,rlmJ
1607,gor,3993886,3995424,-,2.499572351,2.025514758,gor
1608,dinQ,3993555,3993884,+,7.683760275,9.147931064,dinQ
1609,agrA,3993390,3993473,-,1.775442618,0.333668558,agrA
1610,agrB,3993153,3993242,-,0.334880415,0.479335459,agrB
1611,arsRBC,3990875,3993024,-,0.255982127,0.21779676,arsRBC
1612,slp-dctR,3986324,3987600,-,0.270335305,55.78742744,slp-dctR
1613,hdeAB-yhiD,3984746,3986281,+,2.013420981,311.5911508,hdeAB-yhiD
1614,hdeD,3983970,3984576,-,0.671606072,55.88571628,hdeD
1615,gadEF,3982455,3983736,-,0.243292237,82.96996573,gadEF
1616,arrS,3983483,3983550,+,0,95.18599654,arrS
1617,gadEF-mdtEF,3978010,3983474,-,0.237589022,24.10535401,gadEF-mdtEF
1618,gadEF,3982455,3983294,-,0.371158074,110.9106276,gadEF
1619,gadEF-mdtEF,3978010,3983191,-,0.245985867,24.6523743,gadEF-mdtEF
1620,mdtEF,3978010,3982452,-,0.223303446,9.197688838,mdtEF
1621,mdtEF,3978010,3982396,-,0.224821708,8.565690581,mdtEF
1622,mdtEF,3978010,3982391,-,0.225078178,8.356052546,mdtEF
1623,gadW,3976886,3977995,+,0.753582609,4.13801189,gadW
1624,gadW,3976756,3977995,+,0.679488995,3.772465285,gadW
1625,gadY,3976576,3976672,-,0.978867934,6.423724674,gadY
1626,gadX,3975698,3976621,+,0.686241682,18.7418884,gadX
1627,gadXW,3975698,3977995,+,0.660987488,9.616487743,gadXW
1628,gadAX,3973930,3976621,+,0.473257013,145.4867092,gadAX
1629,ccp,3972276,3973745,+,0.244523367,0.158459949,ccp
1630,treF,3970296,3971985,-,0.359546729,1.798734421,treF
1631,yhjC,3968224,3969400,-,0.633591983,0.26570677,yhjC
1632,yhjG,3963125,3965246,+,0.275998014,2.104339164,yhjG
1633,pdeH,3962308,3963116,+,0.053391298,0.039702458,pdeH
1634,yhjJ,3959521,3961092,+,3.542203712,1.46898136,yhjJ
1635,dctA,3958039,3959375,+,20.45480866,7.373149108,dctA
1636,bcsBZ,3948864,3952381,+,0.220328677,0.061145445,bcsBZ
1637,yhjR,3945173,3945539,+,4.149560579,0.100711153,yhjR
1638,bcsEFG,3941644,3945093,-,1.765454248,0.379295882,bcsEFG
1639,rdlD,3941338,3941400,-,1.032021709,0,rdlD
1640,ldrD,3941265,3941637,+,0.845395334,0.253971932,ldrD
1641,dppABCDF,3933667,3939672,+,4.019313007,18.47781028,dppABCDF
1642,proK,3932843,3932920,+,0.93285598,0.787765264,proK
1643,eptB,3930956,3932752,+,1.887760076,1.078520161,eptB
1644,yhjX,3929494,3930737,+,0.212814229,0.260247506,yhjX
1645,yiaF,3922440,3923202,+,8.241364664,6.965972322,yiaF
1646,yiaG,3921769,3922105,-,1.617412504,137.7532573,yiaG
1647,cspA,3921224,3921647,-,959.5514354,23.10825121,cspA
1648,cspA,3921224,3921596,-,1090.240823,26.14001274,cspA
1649,insK,3919488,3920471,-,0.434712668,0.077970549,insK
1650,glyQS,3916183,3919245,+,20.42440696,5.712107264,glyQS
1651,xylAB,3910730,3913619,+,0.364048861,0.881392036,xylAB
1652,xylFGHR,3905380,3910467,-,0.336236656,0.339298702,xylFGHR
1653,xylR,3905380,3906630,-,0.675239652,0.441120682,xylR
1654,malS,3901967,3904066,-,2.829970233,0.106514812,malS
1655,malS,3901917,3904066,-,2.781576732,0.106163657,malS
1656,avtA,3900579,3901862,-,3.685029762,2.593870928,avtA
1657,yiaJ,3898919,3899852,+,0.316928119,0.345439221,yiaJ
1658,yiaKLMNO-lyxK-sgbHUE,3890756,3898862,-,0.065027888,0.049433786,yiaKLMNO-lyxK-sgbHUE
1659,yiaKLMNO-lyxK-sgbHUE,3890756,3898816,-,0.065398923,0.049715844,yiaKLMNO-lyxK-sgbHUE
1660,aldB,3885002,3886630,+,0.118296575,8.44536602,aldB
1661,selAB,3880240,3883519,+,0.716340174,0.766732303,selAB
1662,yibF,3879562,3880189,+,0.938744612,1.056797898,yibF
1663,mtlADR,3865362,3869348,-,4.516019776,4.682099825,mtlADR
1664,mtlADR,3865328,3869348,-,5.387336825,10.99624329,mtlADR
1665,mtlADR,3865233,3869348,-,5.444742176,11.48584574,mtlADR
1666,mtlADR,3865118,3869348,-,5.355377547,11.24635704,mtlADR
1667,lldPRD,3860520,3864247,-,6.54797819,0.314557002,lldPRD
1668,cysE,3858856,3859795,+,12.08934764,5.734468871,cysE
1669,secB-gpsA,3857334,3858894,+,35.70161311,10.69187758,secB-gpsA
1670,gpmM-envC-yibQ,3852477,3856349,-,6.378032353,1.118285688,gpmM-envC-yibQ
1671,yibN-grxC-secB-gpsA,3856342,3858894,+,28.26302228,8.140230452,yibN-grxC-secB-gpsA
1672,gpmM-envC-yibQ,3852477,3856301,-,6.44994241,1.095348016,gpmM-envC-yibQ
1673,waaH,3851388,3852489,+,0.235684425,0.073147082,waaH
1674,kbl-tdh,3848960,3851216,+,14.02421984,3.858567056,kbl-tdh
1675,rfaD-waaFCL,3843330,3847671,-,5.450643248,2.799169054,rfaD-waaFCL
1676,rfaD-waaFCL,3843330,3847640,-,5.489829227,2.81929295,rfaD-waaFCL
1677,rfaD-waaFCL,3843330,3847597,-,5.543757499,2.843227064,rfaD-waaFCL
1678,rfaD-waaFCL,3843330,3847566,-,5.581469947,2.86402462,rfaD-waaFCL
1679,waaYZ,3840401,3842191,+,1.05065538,0.567263362,waaYZ
1680,waaQGPSBOJYZU,3833357,3843297,+,1.974793237,1.191145217,waaQGPSBOJYZU
1681,rirA-waaQGPSBOJYZU,3833299,3843297,+,1.963339437,1.184693615,rirA-waaQGPSBOJYZU
1682,waaA,3831720,3833280,-,1.486830053,1.065832861,waaA
1683,waaA-coaD,3831233,3833020,-,1.604797477,1.079387312,waaA-coaD
1684,waaA,3831720,3833020,-,1.764973453,1.252656913,waaA
1685,mutM,3830362,3831193,+,1.776537345,0.705853524,mutM
1686,rpmBG-mutM,3829542,3831193,+,85.5832475,22.80189788,rpmBG-mutM
1687,rpmBG,3829542,3830327,+,177.877068,47.14556698,rpmBG
1688,yicR-rpmBG-mutM,3828960,3831193,+,63.4303548,16.9321333,yicR-rpmBG-mutM
1689,yicR-rpmBG,3828960,3830327,+,102.4740594,27.21354415,yicR-rpmBG
1690,dfp,3827586,3828833,-,3.890826986,1.494617678,dfp
1691,dut-slmA,3826447,3827684,-,9.45168579,1.903031493,dut-slmA
1692,rph-pyrE,3824957,3826440,+,1.780720076,0.524839975,rph-pyrE
1693,rph,3824957,3825729,+,3.097548045,0.961522587,rph
1694,yicC,3823934,3824891,-,8.320847309,3.953180853,yicC
1695,dinD,3822953,3823837,-,1.012620984,0.361737915,dinD
1696,gmk,3819486,3820148,-,7.776397751,7.162984676,gmk
1697,rpoZ-spoT-trmH-recG,3814246,3819459,-,4.237061048,2.310151741,rpoZ-spoT-trmH-recG
1698,yicH,3809371,3811105,-,1.514769832,1.362072016,yicH
1699,selC,3805221,3805338,-,0.200966367,0,selC
1700,yicJI,3804873,3809317,+,0.207483083,0.121431211,yicJI
1701,nlpA,3801520,3802361,+,0.928203716,0.657905499,nlpA
1702,nepI,3799766,3800987,+,0.206469204,0.104729264,nepI
1703,adeD,3795807,3797626,-,0.478320731,0.11193677,adeD
1704,uhpT,3794339,3795760,+,0.793526091,0.082877469,uhpT
1705,ivbL-ilvBN,3788514,3790790,+,3.112748039,3.113243042,ivbL-ilvBN
1706,ivbL,3788514,3788701,+,22.36163575,23.82129459,ivbL
1707,istR,3788345,3788418,+,0,0,istR
1708,istR,3788280,3788418,+,0,0.169345323,istR
1709,tisB,3787848,3788199,-,2.535897,4.331562526,tisB
1710,emrD,3786431,3787691,-,0.49004269,0.160390676,emrD
1711,yidL,3780361,3781283,-,0.131466152,0.122301273,yidL
1712,ibpB,3774556,3775067,+,0.965070965,6.880418203,ibpB
1713,ibpAB,3774019,3775067,+,1.265933751,7.74673726,ibpAB
1714,yidQ,3773477,3773992,-,4.267688213,5.152118294,yidQ
1715,gyrB,3761387,3763831,+,9.847815303,4.285454387,gyrB
1716,recF,3759696,3761388,+,5.260072657,1.564648251,recF
1717,recF,3759676,3761388,+,5.213065542,1.546390979,recF
1718,dnaN-recF,3759189,3761388,+,5.48824035,1.899223472,dnaN-recF
1719,dnaN-recF,3758975,3761388,+,5.550793313,2.024210029,dnaN-recF
1720,dnaN-recF,3758947,3761388,+,5.531163886,2.048329145,dnaN-recF
1721,dnaN-recF,3758804,3761388,+,5.763574035,2.215116909,dnaN-recF
1722,dnaAN-recF,3757655,3761388,+,6.16586289,2.800046351,dnaAN-recF
1723,dnaAN-recF,3757576,3761388,+,6.038148373,2.742048537,dnaAN-recF
1724,rpmH-rnpA,3756685,3757471,-,25.938512,8.118215799,rpmH-rnpA
1725,rpmH-rnpA,3756685,3757425,-,27.54655991,8.550059948,rpmH-rnpA
1726,rpmH-rnpA,3756685,3757299,-,33.11356594,10.05740607,rpmH-rnpA
1727,tnaCAB,3753028,3753125,-,31.25747625,11.63009747,tnaCAB
1728,tnaC,3753028,3753125,-,31.25747625,11.63009747,tnaC
1729,yieEF,3742585,3743973,-,2.719161542,0.878036915,yieEF
1730,bglGFB,3731106,3735553,+,0.411173462,0.092936015,bglGFB
1731,bglGFB,3731106,3731209,+,0.404569508,0,bglGFB
1732,bglG,3731106,3732166,+,0.326950071,0.008685393,bglG
1733,bglG,3731086,3732166,+,0.320906632,0.013463525,bglG
1734,phoU,3730138,3730949,+,57.8689802,5.59630614,phoU
1735,pstB-phoU,3729356,3730949,+,48.18663147,4.524039782,pstB-phoU
1736,pstB-phoU,3729247,3730949,+,46.56802879,4.36258597,pstB-phoU
1737,pstCAB-phoU,3727261,3730949,+,36.48910853,4.161647281,pstCAB-phoU
1738,pstSCAB-phoU,3726235,3730949,+,55.18750714,6.741659008,pstSCAB-phoU
1739,pstS,3726235,3727359,+,122.4714012,16.08712749,pstS
1740,pstSCA,3726235,3729307,+,59.66382775,7.995387258,pstSCA
1741,glmUS,3722580,3725992,+,16.49591693,7.776746536,glmUS
1742,glmUS,3722477,3725992,+,16.01281217,7.550513597,glmUS
1743,atpBEFHAGDC,3715669,3722294,+,85.5263762,8.019288826,atpBEFHAGDC
1744,atpBEFHAGDC,3715533,3722294,+,83.95313848,7.907859862,atpBEFHAGDC
1745,atpIBEFHAGDC,3715278,3722294,+,81.05969707,7.681742397,atpIBEFHAGDC
1746,mnmG-rsmG,3712129,3714745,+,7.746125456,1.784437229,mnmG-rsmG
1747,mioC,3711328,3711790,+,16.23773001,8.640782735,mioC
1748,asnC,3710772,3711257,+,1.346742119,0.618983429,asnC
1749,asnC-mioC,3710772,3711790,+,8.035476175,4.235286281,asnC-mioC
1750,asnC-mioC-mnmG,3710772,3714097,+,8.053036457,2.548096604,asnC-mioC-mnmG
1751,asnA,3709656,3710673,-,1.281253181,1.674455286,asnA
1752,kup,3704619,3706699,-,1.012957211,0.369092622,kup
1753,ravA-viaA,3706675,3709650,+,1.47556218,0.958000047,ravA-viaA
1754,kup,3704619,3706621,-,1.049196855,0.381136405,kup
1755,kup,3704619,3706537,-,1.095099217,0.397811123,kup
1756,rbsDACBKR,3698584,3704480,-,17.53313012,9.024689987,rbsDACBKR
1757,rrsC-gltU-rrlC-rrfC,3690736,3696286,-,25448.51587,25605.44554,rrsC-gltU-rrlC-rrfC
1758,rrsC-gltU-rrlC-rrfC,3690736,3696169,-,25996.32057,26156.64621,rrsC-gltU-rrlC-rrfC
1759,hdfR,3689782,3690674,+,2.254454273,1.963253823,hdfR
1760,ilvLXG_1G_2MEDA,3680818,3687584,-,1.420830938,0.740791695,ilvLXG_1G_2MEDA
1761,ilvLXG_1G_2MEDA,3680680,3687584,-,1.399439892,0.730793463,ilvLXG_1G_2MEDA
1762,ilvL,3687332,3687584,-,2.347088748,3.00010705,ilvL
1763,ilvLXG_1G_2MEDA,3680818,3687512,-,1.435210308,0.748757198,ilvLXG_1G_2MEDA
1764,ilvLXG_1G_2MEDA,3680680,3687512,-,1.413303531,0.73849278,ilvLXG_1G_2MEDA
1765,ilvL,3687332,3687512,-,3.242554826,4.186962587,ilvL
1766,ilvEDA,3680818,3685414,-,0.673524078,0.60235173,ilvEDA
1767,ilvEDA,3680680,3685414,-,0.664107225,0.591806317,ilvEDA
1768,ilvA,3680818,3682567,-,0.355122211,0.338002395,ilvA
1769,ilvA,3680680,3682567,-,0.354773476,0.330875414,ilvA
1770,ilvY,3679936,3680919,+,0.538462581,0.273302398,ilvY
1771,ilvC,3678358,3679890,-,1.689582388,0.583497623,ilvC
1772,ppiC,3677962,3678270,+,4.751970392,1.288480018,ppiC
1773,rep,3675105,3677155,-,1.506186802,0.752200055,rep
1774,trxA,3671713,3672155,-,33.21854892,14.15667821,trxA
1775,trxA,3671713,3672115,-,36.38423181,15.06073004,trxA
1776,rhoL-rho,3670127,3671640,-,52.34903395,17.3023857,rhoL-rho
1777,rhoL,3671468,3671640,-,17.22904068,7.620525683,rhoL
1778,rhoL,3671444,3671640,-,38.76583074,15.46157528,rhoL
1779,rhoL,3671290,3671640,-,75.21921635,29.09057479,rhoL
1780,rhoL,3671063,3671640,-,60.74496983,22.1792151,rhoL
1781,rhoL,3670927,3671640,-,62.75746809,22.00812553,rhoL
1782,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,3657107,3670002,-,2.392678791,0.533126335,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM
1783,argX-hisR-leuT-proM,3654962,3655438,-,4.512331054,1.364147874,argX-hisR-leuT-proM
1784,aslB,3653610,3655021,-,0.146711437,0.044102288,aslB
1785,glmZ,3651200,3651370,-,47.14918881,42.3625907,glmZ
1786,cyaA,3644104,3647028,-,5.142399307,7.027734824,cyaA
1787,cyaA,3644104,3647012,-,5.149856698,6.982364279,cyaA
1788,cyaA,3644104,3646803,-,5.462961563,7.31570254,cyaA
1789,yifL-dapF-yigA-xerC-yigB,3639904,3643310,-,2.732374709,1.086183346,yifL-dapF-yigA-xerC-yigB
1790,uvrD,3637626,3639895,-,0.934916438,0.406740612,uvrD
1791,uvrD,3637626,3639831,-,0.909544728,0.412247648,uvrD
1792,corA,3635427,3636608,-,5.244651625,3.0210288,corA
1793,yigI,3633079,3633572,+,0.980949314,0.245003709,yigI
1794,pldA,3631967,3632988,-,2.753323448,0.921191971,pldA
1795,recQ,3630040,3631966,-,0.962370772,0.507411582,recQ
1796,metR,3624966,3625939,+,0.324894671,0.039512934,metR
1797,metR,3624948,3625939,+,0.324889391,0.043399311,metR
1798,metE,3622489,3624918,-,0.70502857,0.262722067,metE
1799,ysgA,3621460,3622448,+,1.174903253,5.250648398,ysgA
1800,udp,3620611,3621411,-,118.07824,118.9436018,udp
1801,esrE,3617574,3617824,-,8.755362911,3.637496544,esrE
1802,tatABCD,3613467,3615893,-,8.616252509,4.22699848,tatABCD
1803,tatABC,3614266,3615893,-,11.99500731,6.081957756,tatABC
1804,fre,3610575,3611359,-,5.294655827,2.090961733,fre
1805,fre,3610575,3611317,-,5.411379918,2.065685078,fre
1806,fadBA,3606790,3610193,+,0.650583257,0.225727003,fadBA
1807,pepQ-yigZ-trkH-hemG,3602650,3606655,-,5.568820773,2.407346013,pepQ-yigZ-trkH-hemG
1808,rrsA-ileT-alaT-rrlA-rrfA,3597167,3602563,-,25857.49368,25924.46783,rrsA-ileT-alaT-rrlA-rrfA
1809,rrsA-ileT-alaT-rrlA-rrfA,3597167,3602446,-,26430.29855,26498.8051,rrsA-ileT-alaT-rrlA-rrfA
1810,mobAB,3595773,3596896,+,1.145621838,1.125784598,mobAB
1811,yihD,3595465,3595753,-,2.489987933,6.66003387,yihD
1812,mobAB,3595682,3596896,+,1.059888624,1.045294472,mobAB
1813,srkA-dsbA,3593759,3595411,-,9.014042247,6.110230827,srkA-dsbA
1814,dsbA,3593759,3594425,-,15.47906666,6.311193512,dsbA
1815,yihG,3591151,3592132,+,0.796736513,0.198636459,yihG
1816,polA,3588051,3590862,-,6.522317135,3.890036252,polA
1817,spf,3587796,3587903,-,0.553937912,0.408035279,spf
1818,csrC,3586523,3586766,-,77.13493459,302.259016,csrC
1819,yihI,3585947,3586494,-,5.727459442,7.173813018,yihI
1820,hemN,3584385,3585859,-,2.562858736,2.236457466,hemN
1821,glnLG,3581432,3583933,+,1.162654142,0.480505274,glnLG
1822,glnA,3579696,3581812,+,16.34022612,5.176930578,glnA
1823,glnALG,3579696,3583933,+,8.642462844,2.778957161,glnALG
1824,glnA,3579581,3581812,+,15.51234798,4.929158982,glnA
1825,glnALG,3579581,3583933,+,8.421192952,2.715221049,glnALG
1826,yihXY-dtd-yiiD,3559365,3562254,-,4.791318395,2.798631203,yihXY-dtd-yiiD
1827,rhaD,3543418,3544354,+,0.114966284,0.052110977,rhaD
1828,rhaBAD,3540331,3544354,+,0.049456541,0.03899869,rhaBAD
1829,rhaSR,3538309,3540091,-,0.164835331,0.109962716,rhaSR
1830,rhaT,3537237,3538311,+,0.184931448,0.066410171,rhaT
1831,sodA,3536373,3537043,-,156.415745,11.6078751,sodA
1832,cpxRA,3532117,3534200,+,6.926318307,5.369150239,cpxRA
1833,cpxPQ,3531424,3532017,-,6.979831211,45.22263178,cpxPQ
1834,pfkA,3529289,3530328,-,15.86863889,10.16952282,pfkA
1835,pfkA,3529289,3530280,-,16.33239998,10.34434867,pfkA
1836,cdh,3527073,3527895,-,1.870997372,0.320735578,cdh
1837,tpiA,3526279,3527062,+,24.02047674,31.22218054,tpiA
1838,tpiA,3526234,3527062,+,22.74739114,29.55173804,tpiA
1839,yiiS-uspD,3524082,3524933,-,3.604341376,9.796962902,yiiS-uspD
1840,fpr,3523304,3524076,+,4.644642735,2.617497254,fpr
1841,glpFKX,3519642,3523275,+,41.48981191,1.191102676,glpFKX
1842,rraA,3518445,3518957,+,18.08129315,25.12288774,rraA
1843,menA-rraA,3517405,3518957,+,7.105503028,8.594020001,menA-rraA
1844,menA-rraA,3517397,3518957,+,7.069111207,8.550004533,menA-rraA
1845,hslVU,3515449,3517434,+,7.15642159,9.322424091,hslVU
1846,cytR,3513294,3514371,+,5.871942208,1.084742431,cytR
1847,rpmE,3510578,3510894,-,236.9414682,65.94368287,rpmE
1848,metJ,3509337,3509724,+,8.327158397,5.094836543,metJ
1849,metJ,3509274,3509724,+,7.20687933,4.394827037,metJ
1850,metJ,3509245,3509724,+,6.772368934,4.161751761,metJ
1851,metBL,3505536,3509166,-,0.665391378,0.340001852,metBL
1852,metF,3504297,3505256,-,0.228209096,0.081354131,metF
1853,katG,3501788,3503990,-,4.884373817,5.344406291,katG
1854,ppc,3484613,3487355,+,10.36951621,3.366623968,ppc
1855,argCBH,3479580,3482917,-,0.33040659,0.576253607,argCBH
1856,argE,3482906,3484106,+,2.049527207,1.719858257,argE
1857,argE,3482725,3484106,+,1.798587636,1.56764551,argE
1858,oxyS,3479409,3479517,+,0.381469895,0.350228279,oxyS
1859,oxyR,3478396,3479345,-,3.653659013,1.988654557,oxyR
1860,sthA,3477001,3478412,+,18.3414874,4.664679383,sthA
1861,trmA,3474508,3475665,+,3.789953721,2.550002922,trmA
1862,btuB-murI,3471518,3474403,-,4.680685897,1.032831398,btuB-murI
1863,rrsB-gltT-rrlB-rrfB,3466000,3471435,-,25239.92779,25661.10387,rrsB-gltT-rrlB-rrfB
1864,rrsB-gltT-rrlB-rrfB,3465841,3471435,-,24522.78302,24931.99102,rrsB-gltT-rrlB-rrfB
1865,rrsB-gltT-rrlB-rrfB,3466000,3471318,-,25794.93276,26225.43553,rrsB-gltT-rrlB-rrfB
1866,rrsB-gltT-rrlB-rrfB,3465841,3471318,-,25046.36771,25464.37617,rrsB-gltT-rrlB-rrfB
1867,coaA,3462696,3463726,+,4.130243865,1.715181999,coaA
1868,thrU-tyrU-glyT-thrT-tufB,3460618,3462421,-,332.1402434,60.69488287,thrU-tyrU-glyT-thrT-tufB
1869,secE-nusG,3459447,3460625,-,23.45518702,8.191945636,secE-nusG
1870,rplKAJL-rpoBC,3448190,3459448,-,145.8505892,27.66585555,rplKAJL-rpoBC
1871,rplJL-rpoBC,3448190,3458179,-,128.7998409,26.13861006,rplJL-rpoBC
1872,rpoBC,3448190,3456739,-,65.03242917,17.18446363,rpoBC
1873,yjaZ,3447454,3448049,-,0.866274063,0.251528767,yjaZ
1874,sroH,3447316,3447475,+,0.440856149,0.152575552,sroH
1875,rsd,3440944,3441470,+,2.298040662,5.058122209,rsd
1876,rsd,3440849,3441470,+,2.237218149,4.827682443,rsd
1877,hupA,3437202,3437626,-,142.1887655,23.99252872,hupA
1878,zraP,3436091,3436539,+,0.554305894,0.498629315,zraP
1879,zraSR,3433158,3435897,-,0.526034485,0.232365418,zraSR
1880,purHD,3430176,3433160,+,0.241973442,0.169891076,purHD
1881,rrsE-gltV-rrlE-rrfE,3424645,3429939,-,25634.83185,25984.64889,rrsE-gltV-rrlE-rrfE
1882,rrsE-gltV-rrlE-rrfE,3424645,3429831,-,26168.44905,26525.55837,rrsE-gltV-rrlE-rrfE
1883,metA,4218871,4219920,+,0.365583984,0.340025955,metA
1884,metA,4218945,4219920,+,0.375156072,0.340722305,metA
1885,aceBAK,4220114,4225043,+,9.189271411,116.297814,aceBAK
1886,metH,4228217,4232222,+,1.835583606,1.124304907,metH
1887,iclR,4227516,4228363,-,8.648681375,5.515179506,iclR
1888,metH,4228495,4232222,+,1.519756536,0.886476195,metH
1889,yjbB,4232314,4234073,+,0.597816126,0.565019374,yjbB
1890,lysC,4236596,4238250,-,1.676944853,0.269784069,lysC
1891,lysC,4236596,4238327,-,1.602435474,0.257797126,lysC
1892,pgi,4238434,4240118,+,16.96615035,11.89156394,pgi
1893,yjbE,4240570,4240920,+,0.087064833,0.207161221,yjbE
1894,yjbEFGH,4240570,4244441,+,0.053046474,0.149782308,yjbEFGH
1895,yjbEFGH,4240584,4244441,+,0.053238921,0.150325701,yjbEFGH
1896,psiE,4245012,4245446,+,0.177837064,0.595519877,psiE
1897,malEFG,4247251,4251175,-,74.14304069,0.232431505,malEFG
1898,malK-lamB-malM,4251448,4255185,+,105.8756367,0.256756977,malK-lamB-malM
1899,ubiCA,4257155,4258599,+,3.036969643,1.665654853,ubiCA
1900,dgkA,4261169,4261716,+,5.459281779,2.126503146,dgkA
1901,plsB,4258755,4261213,-,2.182113286,1.494240595,plsB
1902,plsB,4258755,4261309,-,2.360609937,1.547882096,plsB
1903,dgkA,4261320,4261716,+,6.810932528,2.326220982,dgkA
1904,lexA-dinF,4261799,4263832,+,4.23709079,0.893947478,lexA-dinF
